hash,symbol,desc,dt,attchmntFile,sm_name,sm_isin,an_dt,sort_date,seq_id,smIndustry,orgid,attchmntText,bflag,old_new,csvName,exchdisstime,difference,fileSize
ffb53fcd3f4f3e79be17863785a5878c,GILLANDERS,Trading Window,23062025121327,https://nsearchives.nseindia.com/corporate/GILLANDERS_23062025121307__F__Closure_of_Trading_Window.pdf,Gillanders Arbuthnot & Company Limited,INE047B01011,2025-06-23 12:13:27,2025-06-23 12:13:27,,Textiles - Synthetic,,"Gillanders Arbuthnot & Company Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,23-Jun-2025 12:13:27,00:00:00,1.96 MB
ce8333348a96962b1604d97d95af8693,GILLANDERS,Trading Window-XBRL,23062025121436,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1469508_23062025121435_WEB.xml,Gillanders Arbuthnot & Company Limited,INE047B01011,2025-06-23 12:14:36,2025-06-23 12:14:36,,Textiles - Synthetic,,GILLANDERS ARBUTHNOT & COMPANY LIMITED has informed the Exchange about Closure of Trading Window,,,,23-Jun-2025 12:14:37,00:00:01,2 KB
2d170d118fc2888c386c3a68e58b3e49,ABSLAMC,Shareholders meeting,23062025121639,https://nsearchives.nseindia.com/corporate/ABSLAMC_23062025121418_ABSLAMC.pdf,Aditya Birla Sun Life AMC Limited,INE404A01024,2025-06-23 12:16:39,2025-06-23 12:16:39,,,,"Please find attached voting result along with Scrutinizer's report for Postal Ballot Notice dated May 22, 2025.",,,,23-Jun-2025 12:16:39,00:00:00,848 KB
cba7a97a012bea8d0ef95d99cecee168,NILKAMAL,Copy of Newspaper Publication,23062025121717,https://nsearchives.nseindia.com/corporate/NILKAMAL_23062025121656_SE_Combine_Letter.pdf,Nilkamal Limited,INE310A01015,2025-06-23 12:17:17,2025-06-23 12:17:17,,Plastic And Plastic Products,,"Nilkamal Limited has informed the Exchange about Copy of Newspaper Publication for 39th Annual General Meeting to be held on July 18, 2025.",,,,23-Jun-2025 12:17:18,00:00:01,1.55 MB
5671730f336cf894b02067df16258711,RHIM,Copy of Newspaper Publication,23062025121757,https://nsearchives.nseindia.com/corporate/RHIM_23062025121741_Newspaper_Publication.pdf,RHI MAGNESITA INDIA LIMITED,INE743M01012,2025-06-23 12:17:57,2025-06-23 12:17:57,,,,RHI MAGNESITA INDIA LTD has informed the Exchange about Copy of Newspaper Publication,,,,23-Jun-2025 12:17:57,00:00:00,6.22 MB
76c3a2c9d4c0c9b7938d1e9b83b503f0,INDOFARM,Disclosure under SEBI Takeover Regulations,23062025121949,https://nsearchives.nseindia.com/corporate/team_bbodade_22042025160700_INDOFARM.pdf,Indo Farm Equipment Limited,INE622H01018,2025-06-23 12:19:49,2025-06-23 12:19:49,,,," Ranbir Singh Khadwalia has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",,,,23-Jun-2025 12:19:50,00:00:01,399 KB
1abc4a6fa5474579b9eeb1fea6d5ce79,NYKAA,Trading Window,23062025122006,https://nsearchives.nseindia.com/corporate/NYKAA_23062025121956_SEIntimationTradingWindowClosure.pdf,FSN E-Commerce Ventures Limited,INE388Y01029,2025-06-23 12:20:06,2025-06-23 12:20:06,,,,"FSN E Commerce Ventures Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,23-Jun-2025 12:20:07,00:00:01,231 KB
9f84047d9ebf738c9fcd4317f8095493,INDUSFILA,Clarification - Financial Results,23062025122108,-,Indus Fila Limited,INE025I01012,2025-06-23 12:21:08,2025-06-23 12:21:08,,Textiles - Synthetic,,"The Exchange has sought clarification from Indus Fila Limited for the quarter ended 31-Mar-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company is required to clarify the following:  -1. Financial results submitted is not as per format prescribed by SEBI -2. Segment details not submitted -3. Financial results not signed by authorized signatory/ies -4. Financial results submitted in XBRL with discrepancies -5. Standalone Statement of Cash Flow not submitted -6. The company has not submitted the Statement of Impact of Audit Qualifications in case of modified opinion(s) The response of the Company is awaited.",,,,23-Jun-2025 12:21:09,00:00:01,-
c73991c241ad1892f2b04697c37fb8d8,NYKAA,Trading Window-XBRL,23062025122113,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1469510_23062025122112_WEB.xml,FSN E-Commerce Ventures Limited,INE388Y01029,2025-06-23 12:21:13,2025-06-23 12:21:13,,,,FSN E Commerce Ventures Limited has informed the Exchange about Closure of Trading Window,,,,23-Jun-2025 12:21:14,00:00:01,2 KB
ece3c29c92093909653f5b9eaa5f78c2,IVRCLINFRA,Clarification - Financial Results,23062025122150,-,IVRCL Limited,INE875A01025,2025-06-23 12:21:50,2025-06-23 12:21:50,,Construction,,"The Exchange has sought clarification from IVRCL Limited for the quarter ended 31-Mar-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company is required to clarify the following:  -1. Consolidated Financial Results not submitted The response of the Company is awaited.",,,,23-Jun-2025 12:21:51,00:00:01,-
c9f8827e5902d35faef8f1a3d761b0d4,AURIONPRO,Disclosure under SEBI Takeover Regulations,23062025122213,https://nsearchives.nseindia.com/corporate/team_sandeshc_06052025135700_21.pdf,Aurionpro Solutions Limited,INE132H01018,2025-06-23 12:22:13,2025-06-23 12:22:13,,Computers - Software,,"Paresh Zaveri has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",,,,23-Jun-2025 12:22:14,00:00:01,381 KB
eb38259d9e4741e506d003768fa30e52,SUPERHOUSE,Clarification - Financial Results,23062025122227,-,Superhouse Limited,INE712B01010,2025-06-23 12:22:27,2025-06-23 12:22:27,,,,"The Exchange has sought clarification from Superhouse Limited for the quarter ended 31-Mar-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company is required to clarify the following:  -1. Consolidated Financial Results not submitted The response of the Company is awaited.",,,,23-Jun-2025 12:22:29,00:00:02,-
ff4327f7a70e2cfdad79fdd78a107d03,CORDSCABLE,Copy of Newspaper Publication,23062025122228,https://nsearchives.nseindia.com/corporate/CORDSCABLE_23062025122138_NewspaperPublication.pdf,Cords Cable Industries Limited,INE792I01017,2025-06-23 12:22:28,2025-06-23 12:22:28,,Miscellaneous,,Cords Cable Industries Limited has informed the Exchange about Copy of Newspaper Publication,,,,23-Jun-2025 12:22:30,00:00:02,2.52 MB
0959587ab50f4da89c2ff504b52ae812,MSTCLTD,Trading Window,23062025122256,https://nsearchives.nseindia.com/corporate/MSTCLTD_23062025122150_SE649.pdf,Mstc Limited,INE255X01014,2025-06-23 12:22:56,2025-06-23 12:22:56,,,,"Mstc Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,23-Jun-2025 12:22:57,00:00:01,768 KB
c596ec65c195ba148f5ed49047bd8df5,BFUTILITIE,Clarification - Financial Results,23062025122301,-,BF Utilities Limited,INE243D01012,2025-06-23 12:23:01,2025-06-23 12:23:01,,Construction,,"The Exchange has sought clarification from BF Utilities Limited for the quarter ended 31-Mar-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company is required to clarify the following:  -1. Consolidated Financial Results not submitted The response of the Company is awaited.",,,,23-Jun-2025 12:23:02,00:00:01,-
8f8536e92d37c6be814bf4f1c27ab74f,MSTCLTD,Trading Window-XBRL,23062025122454,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1469512_23062025122453_WEB.xml,Mstc Limited,INE255X01014,2025-06-23 12:24:54,2025-06-23 12:24:54,,,,MSTC Limited has informed the Exchange about Closure of Trading Window,,,,23-Jun-2025 12:24:55,00:00:01,2 KB
1a463703b995b3c073c13c6ea809b4ea,CAPITALSFB,Clarification - Financial Results,23062025122524,-,Capital Small Finance Bank Limited,INE646H01017,2025-06-23 12:25:24,2025-06-23 12:25:24,,,,"The Exchange has sought clarification from Capital Small Finance Bank Limited for the quarter ended 31-Mar-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company is required to clarify the following:  -1. Financial results submitted in XBRL with discrepancies The response of the Company is awaited.",,,,23-Jun-2025 12:25:26,00:00:02,-
ca46e00f64beb312a1aad594b6dd6a07,AAATECH,Clarification - Financial Results,23062025122615,-,Aaa Technologies Limited,INE0D0U01013,2025-06-23 12:26:15,2025-06-23 12:26:15,,,,"The Exchange has sought clarification from Aaa Technologies Limited for the quarter ended 31-Mar-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company is required to clarify the following:  -1. Financial results submitted is not as per format prescribed by SEBI The response of the Company is awaited.",,,,23-Jun-2025 12:26:16,00:00:01,-
2bc9779ecdc34d810ff5c650a1316458,REDINGTON,Analysts/Institutional Investor Meet/Con. Call Updates,23062025122647,https://nsearchives.nseindia.com/corporate/Abhinandhanan_23062025122621_RedingtonSEIntimationConference23062025.pdf,Redington Limited,INE891D01018,2025-06-23 12:26:47,2025-06-23 12:26:47,,Trading,,Redington Limited has informed the Exchange about Schedule of meet,,,,23-Jun-2025 12:26:47,00:00:00,2.68 MB
4de7c8c3c50f837c261cb0ef036ec74c,INFOBEAN,Clarification - Financial Results,23062025122649,-,InfoBeans Technologies Limited,INE344S01016,2025-06-23 12:26:49,2025-06-23 12:26:49,,,,"The Exchange has sought clarification from InfoBeans Techno. Ltd. for the quarter ended 31-Mar-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company is required to clarify the following:  -1. Financial results not signed by authorized signatory/ies -2. The company has not submitted declaration in case of unmodified opinion(s) The response of the Company is awaited.",,,,23-Jun-2025 12:26:50,00:00:01,-
5eeb2c0c26dfdd24a9846bbcd0bced3e,KPRMILL,Updates,23062025122653,https://nsearchives.nseindia.com/corporate/KPRMILL_23062025122154_AGMDATEINTIMATIONTOSE.pdf,K.P.R. Mill Limited,INE930H01015,2025-06-23 12:26:53,2025-06-23 12:26:53,,Textile Products,,"K.P.R. Mill Limited has informed the Exchange regarding 'The 22nd Annual General Meeting of the Members of K.P.R. Mill Limited will be held on Wednesday, the 30"" day of July, 2025 at 02.30 P.M. Indian Standard Time (IST) through Video Conferencing (""VC"") / Other Audio Visual Means (""OAVM"")'.",,,,23-Jun-2025 12:26:54,00:00:01,833 KB
345979f934ce29661bf531897d53d02a,BOROLTD,ESOP/ESOS/ESPS,23062025122720,https://nsearchives.nseindia.com/corporate/SIDBOROLTD_23062025122705_Intimation.pdf,Borosil Limited,INE02PY01013,2025-06-23 12:27:20,2025-06-23 12:27:20,,,,Borosil Limited has informed the Exchange regarding Allotment of 3700  Shares.,,,,23-Jun-2025 12:27:21,00:00:01,298 KB
56bafd7e953da152061dc51aeaa33aef,BOROLTD,Alteration Of Capital and Fund Raising-XBRL,23062025122800,https://nsearchives.nseindia.com/corporate/xbrl/ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1469514_23062025122800_WEB.xml,Borosil Limited,INE02PY01013,2025-06-23 12:28:00,2025-06-23 12:28:00,,,,Borosil Limited has informed the Exchange regarding Allotment of Securities,,,,23-Jun-2025 12:28:02,00:00:02,4 KB
0b4de2b7683cb7ab7b5c2434cf5730e4,KALYANI,Clarification - Financial Results,23062025122916,-,Kalyani Commercials Limited,INE610E01010,2025-06-23 12:29:16,2025-06-23 12:29:16,,,,"The Exchange has sought clarification from Kalyani Commercials Limited for the quarter ended 31-Mar-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company is required to clarify the following:  -1. Financial results submitted in XBRL with discrepancies The response of the Company is awaited.",,,,23-Jun-2025 12:29:17,00:00:01,-
e3fe9d944937ad78a4005bca59082595,RACE,Clarification - Financial Results,23062025123047,-,Race Eco Chain Limited,INE084Q01012,2025-06-23 12:30:47,2025-06-23 12:30:47,,,,"The Exchange has sought clarification from Race Eco Chain Limited for the quarter ended 31-Mar-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company is required to clarify the following:  -1. Financial results submitted is not as per format prescribed by SEBI -2. Limited Review Report/ Independent Auditor's Report is not in the format prescribed by SEBI The response of the Company is awaited.",,,,23-Jun-2025 12:30:48,00:00:01,-
e9bc81ba7fecf2b4fa0e5c460be38fa5,TNPL,Analysts/Institutional Investor Meet/Con. Call Updates,23062025123152,https://nsearchives.nseindia.com/corporate/TNPL_23062025123056_SELtrIntInvPlantVisit23062025CSDSC.pdf,Tamil Nadu Newsprint & Papers Limited,INE107A01015,2025-06-23 12:31:52,2025-06-23 12:31:52,,Paper And Paper Products,,Tamil Nadu Newsprint & Papers Limited has informed the Exchange about Schedule of meet,,,,23-Jun-2025 12:31:53,00:00:01,3.93 MB
bb4ef96e74801449be93c734705610e0,HNDFDS,Shareholders meeting,23062025123159,https://nsearchives.nseindia.com/corporate/9136565850_23062025123138_Outcome_23062025.pdf,Hindustan Foods Limited,INE254N01018,2025-06-23 12:31:59,2025-06-23 12:31:59,,,,"Hindustan Foods Limited has submitted the Exchange a copy Srutinizers report of  Postal Ballot. Further, the company has informed the Exchange regarding voting results.",,,,23-Jun-2025 12:31:59,00:00:00,433 KB
73b84972337fa285fa5204b0f9c17421,NBCC,Updates,23062025123218,https://nsearchives.nseindia.com/corporate/NBCC_23062025123159_Intimationofworkoprder296crore.pdf,NBCC (India) Limited,INE095N01015,2025-06-23 12:32:18,2025-06-23 12:32:18,,Construction,,"NBCC (India) Limited has informed the Exchange regarding 'Intimation of work order received by NBCC in normal course of business, amounting Rs. 296.53 Crore (Approx.)'.",,,,23-Jun-2025 12:32:18,00:00:00,342 KB
8909edbb25449e1d720b165f8fedfcb9,UNOMINDA,Updates,23062025123225,https://nsearchives.nseindia.com/corporate/MINDAIND1_23062025122856_Intimation_Investor_Meet_Signed.pdf,UNO Minda Limited,INE405E01023,2025-06-23 12:32:25,2025-06-23 12:32:25,,,,"UNO Minda Limited has informed the Exchange regarding Intimation of Schedule of One on One Investor Meet on June 26, 2025 and June 27, 2025",,,,23-Jun-2025 12:32:26,00:00:01,471 KB
291fdc6adb8c94e22dd0f5db2ab5a2ab,KREBSBIO,Trading Window-XBRL,23062025123358,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1469515_23062025123358_WEB.xml,Krebs Biochemicals and Industries Limited,INE268B01013,2025-06-23 12:33:58,2025-06-23 12:33:58,,-,,Krebs Biochemicals and Industries Limited has informed the Exchange about Closure of Trading Window,,,,23-Jun-2025 12:33:59,00:00:01,2 KB
238dab8ef12a3b78ba2fede41faa4e6d,ZEELEARN,Clarification - Financial Results,23062025123404,-,Zee Learn Limited,INE565L01011,2025-06-23 12:34:04,2025-06-23 12:34:04,,Miscellaneous,,"The Exchange has sought clarification from Zee Learn Limited for the quarter ended 31-Mar-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company is required to clarify the following:  -1. Financial results submitted is not as per format prescribed by SEBI -2. Financial results not signed by authorized signatory/ies The response of the Company is awaited.",,,,23-Jun-2025 12:34:05,00:00:01,-
89298be663af4f8a104a868112300ee3,RADIOCITY,Trading Window,23062025123442,https://nsearchives.nseindia.com/corporate/RADIOCITY_23062025123431_ClosureofTradingWindowSEJune_302025.pdf,Music Broadcast Limited,INE919I01016,2025-06-23 12:34:42,2025-06-23 12:34:42,,,,"Music Broadcast Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",,,,23-Jun-2025 12:34:43,00:00:01,548 KB
0837956ef965834aefd0063b3b5631e4,ACLGATI,Clarification - Financial Results,23062025123449,-,Allcargo Gati Limited,INE152B01027,2025-06-23 12:34:49,2025-06-23 12:34:49,,,,"The Exchange has sought clarification from Allcargo Gati Limited for the quarter ended 31-Mar-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company is required to clarify the following:  -1. Financial results not signed by authorized signatory/ies The response of the Company is awaited.",,,,23-Jun-2025 12:34:50,00:00:01,-
ca1b2f643db65e5812be5fa134a9db6b,GTECJAINX,Clarification - Financial Results,23062025123534,-,G-TEC JAINX EDUCATION LIMITED,INE586X01012,2025-06-23 12:35:34,2025-06-23 12:35:34,,,,"The Exchange has sought clarification from G-TEC JAINX EDUCATION LIMITED for the quarter ended 31-Mar-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company is required to clarify the following:  -1. Financial results submitted in XBRL with discrepancies The response of the Company is awaited.",,,,23-Jun-2025 12:35:35,00:00:01,-
c4ea5e468754f2b255111c77c5961087,ATALREAL,Clarification - Financial Results,23062025123617,-,Atal Realtech Limited,INE0ALR01011,2025-06-23 12:36:17,2025-06-23 12:36:17,,,,"The Exchange has sought clarification from Atal Realtech Limited for the quarter ended 31-Mar-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company is required to clarify the following:  -1. The company has not submitted declaration in case of unmodified opinion(s) The response of the Company is awaited.",,,,23-Jun-2025 12:36:18,00:00:01,-
684ef7cc0f63431ac8158cd38e914f91,MEDANTA,Clarification - Financial Results,23062025123659,-,Global Health Limited,INE474Q01031,2025-06-23 12:36:59,2025-06-23 12:36:59,,,,"The Exchange has sought clarification from Global Health Limited for the quarter ended 31-Mar-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company is required to clarify the following:  -1. The company has not submitted declaration in case of unmodified opinion(s) The response of the Company is awaited.",,,,23-Jun-2025 12:37:00,00:00:01,-
