Security Code,Issuer Name,symbol,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,bseIndustry
530755,Coral Newsprints Ltd.,CORNE,CORAL NEWSPRINTS LTD.,Active,XT,10,INE715D01019,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
530759,Sterling Tools Ltd.,STERTOOLS,STERLING TOOLS LTD.-$,Active,B ,2,INE334A01023,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
530765,AGARWAL FORTUNE INDIA LIMITED,AGARWAL,Agarwal Fortune India Ltd,Active,X ,10,INE510B01018,Glass - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Glass - Industrial
530779,Dynamic Protfolio Management & Serv,DYNAMICP,DYNAMIC PORTFOLIO MANAGEMENT & SERVICES LTD.,Active,X ,10,INE118C01018,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530787,Inland Printers Ltd.,INLANPR,INLAND PRINTERS LTD.,Active,XT,10,INE055O01033,Printing & Publication,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Printing & Publication,Printing & Publication
530789,Ceejay Finance Limited,CEEJAY,CEEJAY FINANCE LTD.,Active,X ,10,INE358C01010,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530795,Suncity Synthetics Ltd.,SUNCITYSY,SUNCITY SYNTHETICS LTD.,Active,XT,10,INE584D01019,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
530797,Shree Ganesh Elastoplast Ltd,SHGANEL,SHREE GANESH ELASTOPLAST LTD.,Active,XT,10,INE400N01017,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
530799,Anna Infrastructures Ltd,ANNAINFRA,ANNA INFRASTRUCTURES LTD.,Active,XT,10,INE336D01014,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530803,Bhageria Industries Limited,BHAGERIA,Bhageria Industries Ltd,Active,T ,5,INE354C01027,Dyes And Pigments,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
530809,BNR Udyog Ltd.,BNRUDY,BNR UDYOG LTD.,Active,XT,10,INE355C01016,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Equity,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
530813,KRBL Ltd.,KRBL,KRBL LTD.,Active,A ,1,INE001B01026,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
530821,SSPDL Limited,SSPDL,SSPDL LTD.-$,Active,X ,10,INE838C01011,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
530825,Daikaffil Chemicals India Ltd.,DAIKAFFI,DAIKAFFIL CHEMICALS INDIA LTD.,Active,XT,10,INE789B01018,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
530829,Cil Securities Ltd.,CILSEC,CIL SECURITIES LTD.,Active,X ,10,INE830A01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530839,Clio Infotech Ltd.,CLIOINFO,CLIO INFOTECH LTD.,Active,X ,10,INE011B01017,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
530843,Cupid Limited,CUPID,CUPID LTD.-$,Active,T ,1,INE509F01029,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
530845,Sunshield Chemicals Ltd.,SUNSHIEL,SUNSHIELD CHEMICALS LTD.,Active,X ,10,INE199E01014,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
530853,Hipolin Ltd.,HIPOLIN,HIPOLIN LTD.,Active,X ,10,INE963A01011,Household Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products
530855,GDL Leasing & Finance ltd.,GDLLEAS,GDL LEASING & FINANCE LTD.,Active,XT,10,INE545E01018,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530871,Chembond Chemicals Ltd.,CHEMBOND,CHEMBOND CHEMICALS LTD.-$,Active,B ,5,INE995D01025,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
530879,CAPITAL INDIA FINANCE LIMITED,CIFL,Capital India Finance Ltd,Active,X ,10,INE345H01016,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530881,Arunjyoti Bio Ventures Limited ,ABVL,Arunjyoti Bio Ventures Ltd,Active,XT,10,INE485K01014,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
530883,Super Crop Safe Ltd.,SUCROSA,SUPER CROP SAFE LTD.,Active,X ,2,INE366G01022,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
530897,N.G.Industries Ltd.,NGIND,N.G.INDUSTRIES LTD.-$,Active,X ,10,INE825C01018,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
530899,Asia Pack Ltd.,ASIAPAK,ASIA PACK LTD.,Active,X ,10,INE784M01016,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
530909,ERP Soft Systems Ltd.,ERPSOFT,ERP SOFT SYSTEMS LTD.,Active,XT,10,INE308B01017,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
530917,R.R.Securities Ltd.,RRSECUR,R.R.SECURITIES LTD.,Active,P ,10,INE474H01014,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
530919,Remsons Industries Ltd.,REMSONSIND,REMSONS INDUSTRIES LTD.,Active,B ,2,INE474C01023,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
530925,Ramsons Projects Ltd.,RAMSONS,RAMSONS PROJECTS LTD.,Active,XT,10,INE609D01014,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
530927,Haryana Financial Corporation ltd.,HARAFIN,HARYANA FINANCIAL CORPORATION LTD.,Active,ZP,10,INE737G01016,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution
530929,Euro Asia Exports Ltd.,EUROASIA,EURO ASIA EXPORTS LTD.,Active,P ,10,INE535P01015,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
530931,Stanpacks (India) Ltd.,STANPACK,STANPACKS (INDIA) LTD.,Active,XT,10,INE457D01018,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
530943,Sri Adhikari Brothers Television Ne,SABTNL,SRI ADHIKARI BROTHERS TELEVISION NETWORK LTD.,Active,T ,10,INE416A01044,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
530951,RAMINFO LIMITED,RAMINFO,RAMINFO LIMITED,Active,X ,10,INE357B01022,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
530953,Sunil Agro Foods ltd.,SUNILAGR,SUNIL AGRO FOODS LTD.-$,Active,X ,10,INE224D01012,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
530959,Diana Tea Co.Ltd.,DIANATEA,DIANA TEA CO.LTD.,Active,XT,5,INE012E01035,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
530961,Vikas EcoTech Limited,VIKASECO,Vikas EcoTech Ltd,Active,B ,1,INE806A01020,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
530965,Indian Oil Corporation Ltd.,IOC,INDIAN OIL CORPORATION LTD.,Active,A ,10,INE242A01010,Refineries & Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing
530973,Alfa Ica (India) Ltd,ALFAICA,ALFA ICA (INDIA) LTD.,Active,XT,10,INE042C01010,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
530977,Shri Keshav Cements and Infra Limited,SKCIL,Shri Keshav Cements And Infra Ltd,Active,X ,10,INE260E01014,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
530979,India Home Loan Limited,INDIAHOME,INDIA HOME LOAN LTD.,Active,X ,10,INE274E01015,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
530991,Roopa Industries Ltd.,ROOPAIND,ROOPA INDUSTRIES LTD.,Active,X ,10,INE443C01010,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
530997,Unique Organics Ltd.,UNIQUEO,UNIQUE ORGANICS LTD.,Active,XT,10,INE333E01019,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
530999,Balaji Amines Ltd.,BALAMINES,BALAJI AMINES LTD.-$,Active,A ,2,INE050E01027,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
531003,Swarna Securities Ltd.,SWRNASE,SWARNA SECURITIES LTD.,Active,X ,10,INE595G01018,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
531017,Arihants Securities ltd.,ARISE,ARIHANT'S SECURITIES LTD.,Active,X ,10,INE190D01015,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
531025,Visagar Financial Services Ltd,VISAGAR,VISAGAR FINANCIAL SERVICES LTD.,Active,X ,1,INE309H01038,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
531027,Libord Securities Ltd.,LIBORD,LIBORD SECURITIES LTD.,Active,X ,10,INE267E01019,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
531035,ERAAYA LIFESPACES LIMITED,ERAAYA,Eraaya Lifespaces Ltd,Active,XT,10,INE432F01024,2/3 Wheelers,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers
531041,Competent Automobiles Co. Ltd.,COMPEAU,COMPETENT AUTOMOBILES CO.LTD.,Active,X ,10,INE823B01015,Auto -Dealer,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,Auto -Dealer
531043,Dhanvantri Jeevan Rekha Ltd.,ZDHJERK,DHANVANTRI JEEVAN REKHA LTD.,Active,X ,10,INE239F01015,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
531049,Neelkanth Rockminerals ltd.,NEELKAN,NEELKANTH ROCKMINERALS LTD.,Active,Z ,10,INE741D01015,Other Construction Materials,Equity,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials
531051,Vintage Securities Ltd.,VINTAGES,VINTAGE SECURITIES LTD.,Active,X ,10,INE153C01015,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
531065,Oswal Overseas Ltd,OSWALOR,OSWAL OVERSEAS LTD.,Active,XT,5,INE906K01027,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
531067,Contil India Limited,CONTILI,CONTIL INDIA LTD.,Active,XT,10,INE080G01011,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
531069,Vijay Solvex Ltd.,VIJSOLX,VIJAY SOLVEX LTD.,Active,X ,10,INE362D01010,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
531080,Shri Krishna Devcon Limited,SHRIKRISH,SHRI KRISHNA DEVCON LTD.,Active,X ,10,INE997I01012,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
531082,Alankit Limited,ALANKIT,Alankit Ltd,Active,B ,1,INE914E01040,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
531083,Nihar Info Global Ltd.,NIHARINF,NIHAR INFO GLOBAL LTD.,Active,XT,10,INE876E01033,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
531091,United Credit ltd.,UNITDCR,UNITED CREDIT LTD.,Active,X ,10,INE858C01027,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
531092,OM INFRA LIMITED,OMINFRAL,OM Infra Ltd,Active,B ,1,INE239D01028,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
531099,Checkpoint Trends Limited,CHECKPOINT,Checkpoint Trends Ltd,Active,XT,10,INE396H01019,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
531109,Ishan Dyes & Chemicals Ltd.,ISHANCH,ISHAN DYES & CHEMICALS LTD.,Active,X ,10,INE561M01018,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
531111,Gothi Plascon (India) Ltd.,GOTHIPL,GOTHI PLASCON (INDIA) LTD.,Active,P ,10,INE538G01018,Houseware,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Houseware
531112,BALU FORGE INDUSTRIES LIMITED,BALUFORGE,Balu Forge Industries Ltd,Active,B ,10,INE011E01029,Castings & Forgings,Equity,Industrials,Capital Goods,Industrial Products,Castings & Forgings
531119,Ceenik Exports (india) Ltd.,CEENIK,CEENIK EXPORTS (INDIA) LTD.,Active,XT,10,INE418D01010,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
531120,Patel Engineering Ltd,PATELENG,PATEL ENGINEERING LTD.-$,Active,A ,1,INE244B01030,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
531127,MENA MANI INDUSTRIES LIMITED,MENAMANI,Mena Mani Industries Ltd,Active,X ,1,INE148B01033,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
531129,Inani Marbles & Industries Ltd.,INANI,INANI MARBLES & INDUSTRIES LTD.,Active,XT,2,INE635D01027,Other Construction Materials,Equity,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials
531137,Gemstone Investments Ltd.,GEMSI,GEMSTONE INVESTMENTS LTD.,Active,XT,1,INE503D01027,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
531144,El Forge Ltd.,ELFORGE,EL FORGE LTD.-$,Active,XT,10,INE158F01017,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
531146,Medicamen Biotech Ltd.,MEDICAMEQ,MEDICAMEN BIOTECH LTD.-$,Active,B ,10,INE646B01010,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
531147,Alicon Castalloy Limited,ALICON,Alicon Castalloy Limited,Active,B ,5,INE062D01024,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
531153,Diligent Industries Limited,DILIGENT,DILIGENT INDUSTRIES LTD.,Active,X ,1,INE650C01036,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
531155,Epsom Properties Limited,EPSOMPRO,EPSOM PROPERTIES LTD.,Active,X ,10,INE601F01016,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
531156,Alfavision Overseas (India) Ltd.,ALFAVIO,ALFAVISION OVERSEAS (INDIA) LTD.,Active,X ,1,INE883B01027,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
531157,Organic Coatings Ltd.,ORGCOAT,ORGANIC COATINGS LTD.,Active,X ,10,INE412E01011,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
531158,Catvision Limited,CATVISION,Catvision Limited,Active,X ,10,INE660B01011,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
531161,ABM Knowledgeware Ltd.,ABMKNO,ABM KNOWLEDGEWARE LTD.,Active,X ,5,INE850B01026,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
531162,Emami Ltd,EMAMILTD,EMAMI LTD.-$,Active,A ,1,INE548C01032,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
531163,Kemistar Corporation Limited,KEMISTAR,Kemistar Corporation Limited,Active,XT,10,INE971L01029,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
531168,Associated Ceramics Ltd.,ASSOCER,ASSOCIATED CERAMICS LTD.,Active,XT,10,INE771E01010,Other Construction Materials,Equity,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials
531169,SKP Securities Ltd.,SKPSEC,SKP SECURITIES LTD.,Active,X ,10,INE709B01016,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
531173,Syschem (India) Ltd.,SYSCHEM,SYSCHEM (INDIA) LTD.,Active,X ,10,INE121D01036,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
531176,Mefcom Capital Markets Ltd.,MEFCOMCAP,MEFCOM CAPITAL MARKETS LTD.,Active,X ,2,INE186C01023,Other Capital Market related Services,Equity,Financial Services,Financial Services,Capital Markets,Other Capital Market related Services
531178,Hemang Resources Limited,HEMANG,Hemang Resources Ltd,Active,X ,10,INE930A01010,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
531179,Arman Financial Services Limited,ARMANFIN,ARMAN FINANCIAL SERVICES LTD.,Active,B ,10,INE109C01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
531199,Glance Finance Ltd.,GLANCE,GLANCE FINANCE LTD.,Active,X ,10,INE580D01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
531201,Shilchar Technologies Ltd.,SHILCTECH,SHILCHAR TECHNOLOGIES LTD.,Active,B ,10,INE024F01011,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
531203,TRADEWELL HOLDINGS LIMITED,TRADEWELL,Tradewell Holdings Ltd,Active,X ,10,INE819G01012,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services
531205,SPRIGHT AGRO LIMITED,SPRIGHT,Spright Agro Ltd,Active,T ,1,INE179O01031,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
531209,Nucleus Software Exports Ltd,NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD.,Active,B ,10,INE096B01018,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
